# Exportar arquivo de mapa de cores gerado pela QGIS
INTERPOLATION:INTERPOLATED
0,255,0,0,255,0
0.288,255,26,0,255,0.288
0.577,255,53,0,255,0.577
0.865,255,80,0,255,0.865
1.15,255,107,0,255,1.15
1.44,255,134,0,255,1.44
1.73,255,161,0,255,1.73
2.02,255,188,0,255,2.02
2.31,255,215,0,255,2.31
2.6,255,242,0,255,2.6
2.88,242,255,0,255,2.88
3.17,215,255,0,255,3.17
3.46,188,255,0,255,3.46
3.75,161,255,0,255,3.75
4.04,134,255,0,255,4.04
4.33,107,255,0,255,4.33
4.61,80,255,0,255,4.61
4.9,53,255,0,255,4.9
5.19,26,255,0,255,5.19
5.48,0,255,0,255,5.48
